<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.01	00:43:00	1.10133	1.10135	1.10121	1.10123	28	0	8
2024.01.01	00:44:00	1.10123	1.10136	1.10119	1.10132	43	0	12
2024.01.01	00:45:00	1.10132	1.10150	1.10129	1.10147	49	0	7
2024.01.01	00:46:00	1.10147	1.10169	1.10133	1.10155	39	0	12
2024.01.01	00:47:00	1.10155	1.10168	1.10133	1.10146	41	0	6
2024.01.01	00:48:00	1.10146	1.10158	1.10137	1.10149	47	0	8
2024.01.01	00:49:00	1.10149	1.10182	1.10131	1.10164	51	0	8
2024.01.01	00:50:00	1.10164	1.10177	1.10162	1.10175	41	0	7
2024.01.01	00:51:00	1.10175	1.10188	1.10170	1.10183	54	0	12
2024.01.01	00:52:00	1.10183	1.10198	1.10175	1.10190	24	0	6
2024.01.01	00:53:00	1.10190	1.10192	1.10170	1.10172	33	0	9
2024.01.01	00:54:00	1.10172	1.10189	1.10159	1.10176	30	0	8
2024.01.01	00:55:00	1.10176	1.10194	1.10159	1.10177	58	0	9
2024.01.01	00:56:00	1.10177	1.10180	1.10155	1.10158	47	0	7
2024.01.01	00:57:00	1.10158	1.10173	1.10147	1.10162	43	0	9
2024.01.01	00:58:00	1.10162	1.10168	1.10158	1.10164	59	0	8
2024.01.01	00:59:00	1.10164	1.10170	1.10128	1.10134	55	0	6
2024.01.01	01:00:00	1.10134	1.10168	1.10132	1.10166	29	0	7
2024.01.01	01:01:00	1.10166	1.10181	1.10139	1.10154	52	0	7
2024.01.01	01:02:00	1.10154	1.10163	1.10153	1.10162	14	0	8
2024.01.01	01:03:00	1.10162	1.10162	1.10162	1.10162	55	0	7
2024.01.01	01:04:00	1.10162	1.10185	1.10157	1.10180	57	0	12
2024.01.01	01:05:00	1.10180	1.10196	1.10153	1.10169	56	0	12
2024.01.01	01:06:00	1.10169	1.10177	1.10166	1.10174	9	0	7
2024.01.01	01:07:00	1.10174	1.10185	1.10161	1.10172	23	0	7
2024.01.01	01:08:00	1.10172	1.10186	1.10164	1.10178	37	0	8
2024.01.01	01:09:00	1.10178	1.10182	1.10159	1.10163	23	0	9
2024.01.01	01:10:00	1.10163	1.10168	1.10159	1.10164	29	0	8
2024.01.01	01:11:00	1.10164	1.10168	1.10157	1.10161	41	0	9
2024.01.01	01:12:00	1.10161	1.10166	1.10137	1.10142	53	0	12
2024.01.01	01:13:00	1.10142	1.10153	1.10124	1.10135	36	0	7
2024.01.01	01:14:00	1.10135	1.10143	1.10122	1.10130	23	0	7
2024.01.01	01:15:00	1.10130	1.10135	1.10122	1.10127	10	0	8
2024.01.01	01:16:00	1.10127	1.10157	1.10119	1.10149	44	0	9
2024.01.01	01:17:00	1.10149	1.10167	1.10143	1.10161	51	0	6
2024.01.01	01:18:00	1.10161	1.10168	1.10148	1.10155	42	0	6
2024.01.01	01:19:00	1.10155	1.10169	1.10151	1.10165	34	0	8
2024.01.01	01:20:00	1.10165	1.10193	1.10152	1.10180	50	0	6
2024.01.01	01:21:00	1.10180	1.10187	1.10171	1.10178	50	0	7
2024.01.01	01:22:00	1.10178	1.10192	1.10171	1.10185	26	0	7
2024.01.01	01:23:00	1.10185	1.10187	1.10182	1.10184	45	0	8
2024.01.01	01:24:00	1.10184	1.10200	1.10183	1.10199	37	0	8
2024.01.01	01:25:00	1.10199	1.10207	1.10192	1.10200	38	0	6
2024.01.01	01:26:00	1.10200	1.10232	1.10188	1.10220	44	0	6
2024.01.01	01:27:00	1.10220	1.10244	1.10220	1.10244	44	0	7
2024.01.01	01:28:00	1.10244	1.10248	1.10239	1.10243	10	0	8
2024.01.01	01:29:00	1.10243	1.10263	1.10235	1.10255	50	0	12
2024.01.01	01:30:00	1.10255	1.10260	1.10233	1.10238	44	0	7
2024.01.01	01:31:00	1.10238	1.10243	1.10235	1.10240	42	0	6
2024.01.01	01:32:00	1.10240	1.10251	1.10215	1.10226	65	0	6
2024.01.01	01:33:00	1.10226	1.10238	1.10226	1.10238	47	0	6
2024.01.01	01:34:00	1.10238	1.10247	1.10221	1.10230	50	0	7
2024.01.01	01:35:00	1.10230	1.10242	1.10214	1.10226	46	0	6
2024.01.01	01:36:00	1.10226	1.10236	1.10225	1.10235	54	0	8
2024.01.01	01:37:00	1.10235	1.10265	1.10230	1.10260	38	0	9
2024.01.01	01:38:00	1.10260	1.10260	1.10252	1.10252	38	0	8
2024.01.01	01:39:00	1.10252	1.10256	1.10250	1.10254	40	0	12
2024.01.01	01:40:00	1.10254	1.10256	1.10245	1.10247	5	0	6
2024.01.01	01:41:00	1.10247	1.10257	1.10241	1.10251	21	0	9
2024.01.01	01:42:00	1.10251	1.10256	1.10222	1.10227	52	0	7
2024.01.01	01:43:00	1.10227	1.10234	1.10218	1.10225	38	0	7
2024.01.01	01:44:00	1.10225	1.10229	1.10212	1.10216	47	0	6
2024.01.01	01:45:00	1.10216	1.10230	1.10204	1.10218	18	0	9
2024.01.01	01:46:00	1.10218	1.10224	1.10215	1.10221	56	0	8
2024.01.01	01:47:00	1.10221	1.10231	1.10191	1.10201	26	0	6
2024.01.01	01:48:00	1.10201	1.10202	1.10193	1.10194	28	0	8
2024.01.01	01:49:00	1.10194	1.10207	1.10184	1.10197	36	0	7
2024.01.01	01:50:00	1.10197	1.10225	1.10193	1.10221	41	0	8
2024.01.01	01:51:00	1.10221	1.10235	1.10214	1.10228	51	0	12
2024.01.01	01:52:00	1.10228	1.10233	1.10218	1.10223	41	0	6
2024.01.01	01:53:00	1.10223	1.10230	1.10211	1.10218	55	0	9
2024.01.01	01:54:00	1.10218	1.10229	1.10217	1.10228	42	0	12
2024.01.01	01:55:00	1.10228	1.10247	1.10225	1.10244	33	0	12
2024.01.01	01:56:00	1.10244	1.10249	1.10231	1.10236	48	0	12
2024.01.01	01:57:00	1.10236	1.10237	1.10234	1.10235	36	0	12
2024.01.01	01:58:00	1.10235	1.10244	1.10212	1.10221	43	0	12
2024.01.01	01:59:00	1.10221	1.10221	1.10215	1.10215	20	0	6
2024.01.01	02:00:00	1.10215	1.10231	1.10206	1.10222	57	0	7
2024.01.01	02:01:00	1.10222	1.10224	1.10209	1.10211	42	0	8
2024.01.01	02:02:00	1.10211	1.10224	1.10209	1.10222	35	0	6
2024.01.01	02:03:00	1.10222	1.10231	1.10214	1.10223	23	0	9
2024.01.01	02:04:00	1.10223	1.10232	1.10213	1.10222	71	0	12
2024.01.01	02:05:00	1.10222	1.10242	1.10214	1.10234	50	0	9
2024.01.01	02:06:00	1.10234	1.10237	1.10231	1.10234	37	0	7
2024.01.01	02:07:00	1.10234	1.10254	1.10233	1.10253	61	0	9
2024.01.01	02:08:00	1.10253	1.10253	1.10241	1.10241	17	0	6
2024.01.01	02:09:00	1.10241	1.10252	1.10232	1.10243	25	0	6
2024.01.01	02:10:00	1.10243	1.10247	1.10230	1.10234	26	0	12
2024.01.01	02:11:00	1.10234	1.10235	1.10218	1.10219	39	0	6
2024.01.01	02:12:00	1.10219	1.10221	1.10185	1.10187	48	0	9
2024.01.01	02:13:00	1.10187	1.10194	1.10185	1.10192	57	0	9
2024.01.01	02:14:00	1.10192	1.10195	1.10169	1.10172	58	0	8
2024.01.01	02:15:00	1.10172	1.10191	1.10152	1.10171	35	0	6
2024.01.01	02:16:00	1.10171	1.10174	1.10167	1.10170	1	0	8
2024.01.01	02:17:00	1.10170	1.10184	1.10154	1.10168	61	0	7
2024.01.01	02:18:00	1.10168	1.10175	1.10166	1.10173	39	0	8
2024.01.01	02:19:00	1.10173	1.10183	1.10154	1.10164	60	0	12
2024.01.01	02:20:00	1.10164	1.10168	1.10159	1.10163	28	0	9
2024.01.01	02:21:00	1.10163	1.10178	1.10159	1.10174	45	0	9
2024.01.01	02:22:00	1.10174	1.10181	1.10162	1.10169	37	0	9
2024.01.01	02:23:00	1.10169	1.10175	1.10151	1.10157	66	0	6
2024.01.01	02:24:00	1.10157	1.10163	1.10146	1.10152	11	0	7
2024.01.01	02:25:00	1.10152	1.10173	1.10148	1.10169	8	0	8
2024.01.01	02:26:00	1.10169	1.10172	1.10166	1.10169	16	0	6
2024.01.01	02:27:00	1.10169	1.10189	1.10164	1.10184	52	0	8
2024.01.01	02:28:00	1.10184	1.10195	1.10179	1.10190	60	0	7
2024.01.01	02:29:00	1.10190	1.10196	1.10190	1.10196	51	0	12
2024.01.01	02:30:00	1.10196	1.10209	1.10175	1.10188	43	0	6
2024.01.01	02:31:00	1.10188	1.10192	1.10172	1.10176	20	0	12
2024.01.01	02:32:00	1.10176	1.10180	1.10154	1.10158	63	0	9
2024.01.01	02:33:00	1.10158	1.10167	1.10155	1.10164	34	0	8
2024.01.01	02:34:00	1.10164	1.10166	1.10136	1.10138	31	0	9
2024.01.01	02:35:00	1.10138	1.10142	1.10132	1.10136	50	0	8
2024.01.01	02:36:00	1.10136	1.10139	1.10126	1.10129	17	0	6
2024.01.01	02:37:00	1.10129	1.10133	1.10127	1.10131	47	0	7
2024.01.01	02:38:00	1.10131	1.10131	1.10109	1.10109	24	0	8
2024.01.01	02:39:00	1.10109	1.10118	1.10096	1.10105	39	0	7
2024.01.01	02:40:00	1.10105	1.10107	1.10094	1.10096	48	0	8
2024.01.01	02:41:00	1.10096	1.10110	1.10096	1.10110	51	0	12
2024.01.01	02:42:00	1.10110	1.10113	1.10108	1.10111	50	0	12
2024.01.01	02:43:00	1.10111	1.10113	1.10100	1.10102	51	0	6
2024.01.01	02:44:00	1.10102	1.10102	1.10086	1.10086	25	0	12
2024.01.01	02:45:00	1.10086	1.10111	1.10075	1.10100	18	0	7
2024.01.01	02:46:00	1.10100	1.10130	1.10091	1.10121	23	0	9
2024.01.01	02:47:00	1.10121	1.10147	1.10106	1.10132	31	0	6
2024.01.01	02:48:00	1.10132	1.10147	1.10126	1.10141	42	0	12
2024.01.01	02:49:00	1.10141	1.10144	1.10116	1.10119	40	0	12
2024.01.01	02:50:00	1.10119	1.10156	1.10102	1.10139	40	0	7
2024.01.01	02:51:00	1.10139	1.10157	1.10127	1.10145	72	0	6
2024.01.01	02:52:00	1.10145	1.10168	1.10140	1.10163	24	0	9
2024.01.01	02:53:00	1.10163	1.10175	1.10135	1.10147	53	0	6
2024.01.01	02:54:00	1.10147	1.10155	1.10141	1.10149	58	0	8
2024.01.01	02:55:00	1.10149	1.10160	1.10130	1.10141	35	0	12
2024.01.01	02:56:00	1.10141	1.10150	1.10120	1.10129	44	0	12
2024.01.01	02:57:00	1.10129	1.10137	1.10124	1.10132	36	0	8
2024.01.01	02:58:00	1.10132	1.10146	1.10121	1.10135	52	0	9
2024.01.01	02:59:00	1.10135	1.10137	1.10134	1.10136	52	0	7
2024.01.01	03:00:00	1.10136	1.10137	1.10126	1.10127	40	0	8
2024.01.01	03:01:00	1.10127	1.10163	1.10122	1.10158	43	0	9
2024.01.01	03:02:00	1.10158	1.10169	1.10155	1.10166	27	0	9
2024.01.01	03:03:00	1.10166	1.10178	1.10159	1.10171	42	0	9
2024.01.01	03:04:00	1.10171	1.10177	1.10157	1.10163	52	0	12
2024.01.01	03:05:00	1.10163	1.10172	1.10154	1.10163	47	0	7
2024.01.01	03:06:00	1.10163	1.10177	1.10141	1.10155	41	0	8
2024.01.01	03:07:00	1.10155	1.10172	1.10146	1.10163	53	0	12
2024.01.01	03:08:00	1.10163	1.10171	1.10158	1.10166	20	0	12
2024.01.01	03:09:00	1.10166	1.10180	1.10161	1.10175	51	0	7
2024.01.01	03:10:00	1.10175	1.10193	1.10173	1.10191	19	0	7
2024.01.01	03:11:00	1.10191	1.10214	1.10178	1.10201	59	0	8
2024.01.01	03:12:00	1.10201	1.10229	1.10168	1.10196	52	0	7
2024.01.01	03:13:00	1.10196	1.10202	1.10186	1.10192	25	0	9
2024.01.01	03:14:00	1.10192	1.10211	1.10190	1.10209	29	0	8
2024.01.01	03:15:00	1.10209	1.10221	1.10205	1.10217	42	0	6
2024.01.01	03:16:00	1.10217	1.10224	1.10208	1.10215	47	0	7
2024.01.01	03:17:00	1.10215	1.10225	1.10203	1.10213	57	0	8
2024.01.01	03:18:00	1.10213	1.10227	1.10205	1.10219	56	0	8
2024.01.01	03:19:00	1.10219	1.10231	1.10211	1.10223	35	0	8
2024.01.01	03:20:00	1.10223	1.10236	1.10193	1.10206	55	0	9
2024.01.01	03:21:00	1.10206	1.10210	1.10204	1.10208	41	0	6
2024.01.01	03:22:00	1.10208	1.10212	1.10205	1.10209	41	0	12
2024.01.01	03:23:00	1.10209	1.10216	1.10206	1.10213	50	0	12
2024.01.01	03:24:00	1.10213	1.10236	1.10209	1.10232	27	0	8
2024.01.01	03:25:00	1.10232	1.10245	1.10194	1.10207	40	0	6
2024.01.01	03:26:00	1.10207	1.10217	1.10206	1.10216	2	0	9
2024.01.01	03:27:00	1.10216	1.10225	1.10212	1.10221	7	0	9
2024.01.01	03:28:00	1.10221	1.10237	1.10214	1.10230	74	0	8
2024.01.01	03:29:00	1.10230	1.10238	1.10224	1.10232	16	0	12
2024.01.01	03:30:00	1.10232	1.10250	1.10216	1.10234	14	0	12
2024.01.01	03:31:00	1.10234	1.10244	1.10229	1.10239	44	0	7
2024.01.01	03:32:00	1.10239	1.10242	1.10236	1.10239	58	0	8
2024.01.01	03:33:00	1.10239	1.10246	1.10235	1.10242	53	0	6
2024.01.01	03:34:00	1.10242	1.10251	1.10242	1.10251	45	0	9
2024.01.01	03:35:00	1.10251	1.10275	1.10230	1.10254	37	0	7
2024.01.01	03:36:00	1.10254	1.10263	1.10246	1.10255	23	0	12
2024.01.01	03:37:00	1.10255	1.10262	1.10236	1.10243	21	0	6
2024.01.01	03:38:00	1.10243	1.10252	1.10236	1.10245	37	0	8
2024.01.01	03:39:00	1.10245	1.10254	1.10245	1.10254	30	0	7
2024.01.01	03:40:00	1.10254	1.10262	1.10249	1.10257	33	0	7
2024.01.01	03:41:00	1.10257	1.10287	1.10253	1.10283	53	0	7
2024.01.01	03:42:00	1.10283	1.10283	1.10274	1.10274	47	0	6
2024.01.01	03:43:00	1.10274	1.10281	1.10251	1.10258	50	0	7
2024.01.01	03:44:00	1.10258	1.10287	1.10243	1.10272	52	0	6
2024.01.01	03:45:00	1.10272	1.10285	1.10262	1.10275	46	0	12
2024.01.01	03:46:00	1.10275	1.10280	1.10272	1.10277	30	0	12
2024.01.01	03:47:00	1.10277	1.10278	1.10275	1.10276	65	0	6
2024.01.01	03:48:00	1.10276	1.10296	1.10269	1.10289	32	0	8
2024.01.01	03:49:00	1.10289	1.10290	1.10282	1.10283	43	0	8
2024.01.01	03:50:00	1.10283	1.10305	1.10280	1.10302	63	0	8
2024.01.01	03:51:00	1.10302	1.10308	1.10285	1.10291	47	0	12
2024.01.01	03:52:00	1.10291	1.10296	1.10283	1.10288	45	0	6
2024.01.01	03:53:00	1.10288	1.10300	1.10261	1.10273	54	0	12
2024.01.01	03:54:00	1.10273	1.10289	1.10265	1.10281	31	0	8
2024.01.01	03:55:00	1.10281	1.10287	1.10265	1.10271	46	0	8
2024.01.01	03:56:00	1.10271	1.10272	1.10267	1.10268	39	0	9
2024.01.01	03:57:00	1.10268	1.10282	1.10229	1.10243	55	0	8
2024.01.01	03:58:00	1.10243	1.10249	1.10230	1.10236	10	0	9
2024.01.01	03:59:00	1.10236	1.10259	1.10229	1.10252	30	0	6
2024.01.01	04:00:00	1.10252	1.10261	1.10222	1.10231	31	0	6
2024.01.01	04:01:00	1.10231	1.10237	1.10227	1.10233	42	0	9
2024.01.01	04:02:00	1.10233	1.10253	1.10227	1.10247	27	0	7
2024.01.01	04:03:00	1.10247	1.10260	1.10244	1.10257	47	0	7
2024.01.01	04:04:00	1.10257	1.10264	1.10255	1.10262	12	0	7
2024.01.01	04:05:00	1.10262	1.10268	1.10257	1.10263	67	0	6
2024.01.01	04:06:00	1.10263	1.10278	1.10262	1.10277	72	0	9
2024.01.01	04:07:00	1.10277	1.10297	1.10266	1.10286	52	0	7
2024.01.01	04:08:00	1.10286	1.10298	1.10259	1.10271	24	0	7
2024.01.01	04:09:00	1.10271	1.10273	1.10258	1.10260	31	0	7
2024.01.01	04:10:00	1.10260	1.10292	1.10255	1.10287	47	0	7
2024.01.01	04:11:00	1.10287	1.10296	1.10287	1.10296	64	0	7
2024.01.01	04:12:00	1.10296	1.10314	1.10293	1.10311	40	0	8
2024.01.01	04:13:00	1.10311	1.10319	1.10300	1.10308	53	0	12
2024.01.01	04:14:00	1.10308	1.10331	1.10297	1.10320	32	0	7
2024.01.01	04:15:00	1.10320	1.10330	1.10302	1.10312	49	0	9
2024.01.01	04:16:00	1.10312	1.10312	1.10304	1.10304	83	0	9
2024.01.01	04:17:00	1.10304	1.10306	1.10303	1.10305	65	0	9
2024.01.01	04:18:00	1.10305	1.10328	1.10293	1.10316	35	0	8
2024.01.01	04:19:00	1.10316	1.10322	1.10313	1.10319	42	0	9
2024.01.01	04:20:00	1.10319	1.10319	1.10301	1.10301	47	0	8
2024.01.01	04:21:00	1.10301	1.10305	1.10299	1.10303	22	0	6
2024.01.01	04:22:00	1.10303	1.10320	1.10286	1.10303	24	0	6
2024.01.01	04:23:00	1.10303	1.10320	1.10269	1.10286	1	0	6
2024.01.01	04:24:00	1.10286	1.10319	1.10265	1.10298	2	0	7
2024.01.01	04:25:00	1.10298	1.10305	1.10293	1.10300	17	0	7
2024.01.01	04:26:00	1.10300	1.10313	1.10297	1.10310	40	0	12
2024.01.01	04:27:00	1.10310	1.10312	1.10301	1.10303	67	0	7
2024.01.01	04:28:00	1.10303	1.10324	1.10281	1.10302	20	0	12
2024.01.01	04:29:00	1.10302	1.10311	1.10295	1.10304	39	0	6
2024.01.01	04:30:00	1.10304	1.10316	1.10296	1.10308	32	0	8
2024.01.01	04:31:00	1.10308	1.10312	1.10297	1.10301	34	0	8
2024.01.01	04:32:00	1.10301	1.10319	1.10294	1.10312	30	0	9
2024.01.01	04:33:00	1.10312	1.10322	1.10293	1.10303	33	0	6
2024.01.01	04:34:00	1.10303	1.10313	1.10293	1.10303	55	0	8
2024.01.01	04:35:00	1.10303	1.10305	1.10286	1.10288	85	0	12
2024.01.01	04:36:00	1.10288	1.10301	1.10282	1.10295	49	0	12
2024.01.01	04:37:00	1.10295	1.10299	1.10295	1.10299	35	0	12
2024.01.01	04:38:00	1.10299	1.10310	1.10288	1.10299	59	0	8
2024.01.01	04:39:00	1.10299	1.10300	1.10296	1.10297	15	0	7
2024.01.01	04:40:00	1.10297	1.10316	1.10288	1.10307	23	0	6
2024.01.01	04:41:00	1.10307	1.10317	1.10303	1.10313	47	0	6
2024.01.01	04:42:00	1.10313	1.10314	1.10313	1.10314	35	0	8
2024.01.01	04:43:00	1.10314	1.10326	1.10306	1.10318	36	0	8
2024.01.01	04:44:00	1.10318	1.10321	1.10308	1.10311	27	0	7
2024.01.01	04:45:00	1.10311	1.10325	1.10287	1.10301	42	0	7
2024.01.01	04:46:00	1.10301	1.10302	1.10296	1.10297	53	0	8
2024.01.01	04:47:00	1.10297	1.10316	1.10292	1.10311	46	0	6
2024.01.01	04:48:00	1.10311	1.10337	1.10306	1.10332	55	0	12
2024.01.01	04:49:00	1.10332	1.10350	1.10304	1.10322	52	0	9
2024.01.01	04:50:00	1.10322	1.10339	1.10305	1.10322	57	0	9
2024.01.01	04:51:00	1.10322	1.10328	1.10320	1.10326	48	0	6
2024.01.01	04:52:00	1.10326	1.10342	1.10325	1.10341	47	0	7
2024.01.01	04:53:00	1.10341	1.10352	1.10328	1.10339	37	0	9
2024.01.01	04:54:00	1.10339	1.10347	1.10334	1.10342	35	0	6
2024.01.01	04:55:00	1.10342	1.10364	1.10329	1.10351	39	0	9
2024.01.01	04:56:00	1.10351	1.10352	1.10350	1.10351	53	0	9
2024.01.01	04:57:00	1.10351	1.10361	1.10325	1.10335	50	0	7
2024.01.01	04:58:00	1.10335	1.10340	1.10331	1.10336	40	0	8
2024.01.01	04:59:00	1.10336	1.10353	1.10322	1.10339	18	0	8
2024.01.01	05:00:00	1.10339	1.10345	1.10331	1.10337	24	0	12
2024.01.01	05:01:00	1.10337	1.10344	1.10326	1.10333	37	0	7
2024.01.01	05:02:00	1.10333	1.10350	1.10328	1.10345	55	0	7
2024.01.01	05:03:00	1.10345	1.10380	1.10333	1.10368	31	0	8
2024.01.01	05:04:00	1.10368	1.10379	1.10361	1.10372	28	0	12
2024.01.01	05:05:00	1.10372	1.10387	1.10350	1.10365	45	0	6
2024.01.01	05:06:00	1.10365	1.10380	1.10358	1.10373	36	0	8
2024.01.01	05:07:00	1.10373	1.10375	1.10356	1.10358	25	0	12
2024.01.01	05:08:00	1.10358	1.10389	1.10350	1.10381	42	0	6
2024.01.01	05:09:00	1.10381	1.10386	1.10378	1.10383	33	0	7
2024.01.01	05:10:00	1.10383	1.10385	1.10380	1.10382	53	0	6
2024.01.01	05:11:00	1.10382	1.10399	1.10378	1.10395	16	0	6
2024.01.01	05:12:00	1.10395	1.10419	1.10384	1.10408	51	0	12
2024.01.01	05:13:00	1.10408	1.10438	1.10406	1.10436	36	0	9
2024.01.01	05:14:00	1.10436	1.10445	1.10433	1.10442	43	0	6
2024.01.01	05:15:00	1.10442	1.10449	1.10437	1.10444	21	0	8
2024.01.01	05:16:00	1.10444	1.10445	1.10437	1.10438	45	0	8
2024.01.01	05:17:00	1.10438	1.10442	1.10417	1.10421	54	0	6
2024.01.01	05:18:00	1.10421	1.10436	1.10390	1.10405	64	0	8
2024.01.01	05:19:00	1.10405	1.10412	1.10404	1.10411	19	0	9
2024.01.01	05:20:00	1.10411	1.10430	1.10402	1.10421	55	0	9
2024.01.01	05:21:00	1.10421	1.10427	1.10417	1.10423	39	0	9
2024.01.01	05:22:00	1.10423	1.10433	1.10409	1.10419	46	0	6
2024.01.01	05:23:00	1.10419	1.10448	1.10413	1.10442	34	0	9
2024.01.01	05:24:00	1.10442	1.10450	1.10442	1.10450	43	0	6
2024.01.01	05:25:00	1.10450	1.10452	1.10415	1.10417	45	0	7
2024.01.01	05:26:00	1.10417	1.10435	1.10415	1.10433	57	0	12
2024.01.01	05:27:00	1.10433	1.10439	1.10423	1.10429	35	0	7
2024.01.01	05:28:00	1.10429	1.10439	1.10427	1.10437	57	0	6
2024.01.01	05:29:00	1.10437	1.10486	1.10412	1.10461	42	0	12
2024.01.01	05:30:00	1.10461	1.10476	1.10450	1.10465	30	0	9
2024.01.01	05:31:00	1.10465	1.10485	1.10455	1.10475	24	0	9
2024.01.01	05:32:00	1.10475	1.10478	1.10474	1.10477	43	0	12
2024.01.01	05:33:00	1.10477	1.10494	1.10469	1.10486	39	0	7
2024.01.01	05:34:00	1.10486	1.10493	1.10485	1.10492	20	0	12
2024.01.01	05:35:00	1.10492	1.10496	1.10478	1.10482	28	0	8
2024.01.01	05:36:00	1.10482	1.10484	1.10456	1.10458	21	0	8
2024.01.01	05:37:00	1.10458	1.10467	1.10454	1.10463	54	0	8
2024.01.01	05:38:00	1.10463	1.10465	1.10456	1.10458	9	0	7
2024.01.01	05:39:00	1.10458	1.10470	1.10452	1.10464	39	0	12
2024.01.01	05:40:00	1.10464	1.10472	1.10460	1.10468	40	0	12
2024.01.01	05:41:00	1.10468	1.10482	1.10465	1.10479	48	0	7
2024.01.01	05:42:00	1.10479	1.10499	1.10457	1.10477	48	0	6
2024.01.01	05:43:00	1.10477	1.10479	1.10475	1.10477	48	0	7
2024.01.01	05:44:00	1.10477	1.10494	1.10465	1.10482	30	0	6
2024.01.01	05:45:00	1.10482	1.10488	1.10479	1.10485	70	0	9
2024.01.01	05:46:00	1.10485	1.10499	1.10483	1.10497	45	0	12
2024.01.01	05:47:00	1.10497	1.10504	1.10472	1.10479	38	0	6
2024.01.01	05:48:00	1.10479	1.10497	1.10471	1.10489	19	0	9
2024.01.01	05:49:00	1.10489	1.10503	1.10486	1.10500	20	0	9
2024.01.01	05:50:00	1.10500	1.10520	1.10490	1.10510	22	0	12
2024.01.01	05:51:00	1.10510	1.10517	1.10483	1.10490	21	0	6
2024.01.01	05:52:00	1.10490	1.10492	1.10478	1.10480	35	0	9
2024.01.01	05:53:00	1.10480	1.10480	1.10476	1.10476	55	0	7
2024.01.01	05:54:00	1.10476	1.10484	1.10468	1.10476	19	0	9
